Gender,Geographic Region,Loyalty Status,Neigborhood Cluster-55 Level,Neighborhood Cluster-7 Level,Television Region,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
F,Midlands,Tin,24.0,C,Midlands,13,54,7,1
M,North,Silver,4.0,A,N West,10,26,2,0
M,Midlands,Silver,2.0,A,Wales & West,13,78,9,1
M,South East,Gold,18.0,C,S & S East,8,53,6,0
M,Midlands,Tin,49.0,F,Wales & West,4,64,7,0
M,Midlands,Gold,19.0,C,Midlands,4,67,14,0
F,Midlands,Silver,49.0,F,Midlands,9,52,5,0
F,South East,Silver,27.193651677572046,F,London,9,24,8,0
F,South East,Silver,51.0,F,S & S East,15,40,9,1
M,South East,Silver,28.0,D,London,8,62,2,0
F,Midlands,Silver,4.0,A,Midlands,6,44,7,0
F,Midlands,Gold,19.0,C,East,5,56,9,0
F,Midlands,Tin,38.0,E,East,8,52,8,0
F,Midlands,Silver,28.0,D,Midlands,7,57,4,0
M,South East,Silver,52.0,F,London,9,44,4,0
M,South East,Tin,8.0,B,London,4,51,8,0
F,South East,Gold,1.0,A,London,7,38,7,0
M,North,Tin,4.0,A,N West,10,47,8,0
F,Scottish,Tin,35.0,D,N Scot,9,43,8,1
M,Midlands,Silver,52.0,F,East,14,55,8,1
M,South West,Silver,49.0,F,S West,11,72,9,0
F,South East,Silver,8.0,B,London,10,65,8,0
F,South East,Gold,28.0,D,S & S East,8,66,2,1
F,North,Gold,17.0,C,N East,14,44,8,1
F,Midlands,Silver,39.0,E,Midlands,10,29,1,1
F,South East,Silver,18.0,C,London,15,55,8,1
F,North,Silver,47.0,F,Yorkshire,8,47,8,1
M,North,Tin,22.0,C,N West,6,43,4,0
M,North,Gold,4.0,A,N East,13,58,12,1
F,South East,Tin,27.0,D,London,8,61,8,0
F,South East,Silver,50.0,F,London,9,48,10,0
F,Midlands,Silver,10.0,B,Wales & West,11,53,1,1
M,South East,Tin,22.0,C,London,5,50,4,0
F,South East,Silver,5.0,B,London,9,63,2,0
F,Scottish,Gold,43.0,E,N Scot,8,59,2,0
F,South East,Gold,22.0,C,S & S East,11,39,11,1
M,Midlands,Tin,52.0,F,Midlands,9,62,8,0
F,Scottish,Gold,5.0,B,Border,6,58,4,0
F,South East,Tin,41.0,E,London,8,38,4,0
M,Midlands,Silver,34.0,D,East,8,54,8,0
F,Midlands,Gold,28.0,D,Midlands,8,55,9,0
F,South East,Tin,50.0,F,S & S East,8,38,5,1
F,Scottish,Gold,45.0,E,N Scot,10,53,8,0
F,North,Tin,35.0,D,N West,8,66,8,0
F,Midlands,Tin,52.0,F,Midlands,9,49,5,0
F,Midlands,Tin,49.0,F,East,11,60,9,0
F,Midlands,Silver,51.0,F,Wales & West,9,35,8,1
F,Midlands,Gold,6.0,B,Wales & West,7,53,10,0
M,Midlands,Gold,24.0,C,East,8,63,1,0
F,South East,Tin,38.0,E,London,15,29,5,1
F,Midlands,Gold,19.0,C,Midlands,7,50,11,0
F,Midlands,Gold,27.193651677572046,C,Ulster,6,43,10,1
F,Midlands,Silver,53.0,F,East,15,41,8,1
M,South East,Tin,19.0,C,London,12,34,7,1
F,North,Tin,4.0,A,N East,8,59,8,0
M,South East,Silver,19.0,C,S & S East,9,50,1,0
M,Scottish,Silver,4.0,A,C Scotland,9,64,5,0
F,South West,Silver,23.0,C,S West,4,53,12,1
F,Midlands,Platinum,12.0,B,Midlands,4,72,5,0
F,South East,Silver,12.0,B,S & S East,12,43,1,1
F,Midlands,Gold,13.0,B,Wales & West,4,61,8,1
M,Midlands,Silver,37.0,E,Midlands,8,53,13,0
F,Midlands,Silver,34.0,D,Midlands,10,46,4,0
F,North,Gold,14.0,B,N East,4,54,8,0
M,North,Tin,32.0,D,N West,7,41,5,0
M,South East,Gold,12.0,B,London,10,49,8,0
M,South East,Gold,47.0,F,London,8,45,4,0
F,North,Silver,14.0,B,N West,5,57,8,0
F,Midlands,Silver,24.0,C,Midlands,6,63,9,0
M,South East,Tin,28.0,D,S & S East,9,37,9,1
F,Midlands,Tin,50.0,F,Midlands,8,49,5,0
F,Midlands,Tin,34.0,D,East,9,47,5,0
F,Scottish,Silver,18.0,C,C Scotland,10,62,14,0
F,North,Silver,27.193651677572046,C,N West,7,30,4,1
M,South East,Gold,33.0,D,London,6,49,14,0
F,South East,Silver,28.0,D,S & S East,7,54,9,0
M,South East,Silver,51.0,F,London,7,62,3,0
M,South East,Silver,37.0,E,S & S East,8,54,1,0
M,Midlands,Gold,19.0,C,Midlands,9,66,2,0
M,Midlands,Gold,23.0,C,Wales & West,5,76,9,0
F,South East,Tin,28.0,D,London,12,62,10,0
F,South East,Silver,27.0,D,London,10,64,5,0
F,South East,Silver,27.0,D,London,6,32,4,0
M,Scottish,Silver,49.0,F,C Scotland,12,49,5,0
F,Midlands,Gold,55.0,U,East,10,58,2,0
F,Midlands,Silver,4.0,A,Wales & West,8,32,12,1
M,Midlands,Gold,32.0,D,Midlands,10,53,2,0
F,Midlands,Gold,16.0,C,Wales & West,8,58,2,0
F,Midlands,Gold,2.0,A,Wales & West,8,51,6,0
M,Midlands,Tin,28.0,D,East,8,50,5,0
M,South East,Gold,4.0,A,London,5,35,1,0
F,South East,Silver,7.0,B,London,12,52,5,0
M,North,Gold,12.0,B,N West,5,70,4,0
F,North,Tin,1.0,A,N West,8,55,7,0
F,Midlands,Gold,27.193651677572046,A,Ulster,6,63,12,0
F,North,Gold,22.0,C,N West,6,50,3,0
F,North,Gold,19.0,C,N West,4,60,3,0
F,South East,Gold,8.0,B,S & S East,6,53,3,0
F,South East,Tin,47.0,F,London,8,53,5,0
F,South East,Tin,16.0,C,London,7,47,4,0
F,Midlands,Tin,17.0,C,Midlands,10,44,4,1
F,South East,Tin,51.0,F,S & S East,10,40,6,0
M,North,Gold,5.0,B,N West,5,59,12,0
F,South East,Silver,32.0,D,London,11,51,1,0
M,Midlands,Silver,8.0,B,Wales & West,6,23,5,0
M,North,Tin,45.0,E,Yorkshire,11,51,4,0
M,South East,Silver,21.0,C,London,10,46,11,0
F,Scottish,Platinum,52.0,F,C Scotland,10,50,1,0
F,Midlands,Silver,47.0,F,Wales & West,5,51,1,0
M,South East,Gold,10.0,B,London,9,68,13,1
F,Midlands,Gold,28.0,D,Wales & West,8,53,3,0
M,North,Tin,52.0,F,N West,7,43,1,0
F,Scottish,Tin,52.0,F,C Scotland,7,36,4,0
M,North,Platinum,35.0,D,N East,10,66,4,0
F,North,Tin,53.0,F,N West,10,36,5,1
M,South East,Tin,16.0,C,London,10,27,5,0
M,Midlands,Gold,15.0,B,Midlands,12,42,1,1
F,Midlands,Silver,51.0,F,East,9,59,5,0
M,South East,Silver,44.0,E,London,7,58,10,0
F,South East,Silver,44.0,E,London,8,70,4,0
M,North,Gold,28.0,D,N West,8,71,3,0
M,North,Silver,4.0,A,Yorkshire,13,69,4,0
M,South East,Silver,4.0,A,London,4,77,14,0
M,Midlands,Silver,35.0,D,Wales & West,7,51,13,0
M,North,Gold,14.0,B,N West,12,53,6,0
M,Scottish,Tin,27.0,D,Border,9,46,9,0
M,North,Gold,6.0,B,N West,11,75,12,0
F,South East,Silver,7.0,B,London,15,35,4,1
F,South East,Tin,4.0,A,S & S East,4,35,6,0
M,Midlands,Tin,41.0,E,Wales & West,5,35,4,0
F,South East,Silver,24.0,C,S & S East,10,53,8,0
M,Midlands,Tin,34.0,D,Midlands,12,48,5,0
M,Midlands,Gold,37.0,E,Midlands,6,64,5,1
M,North,Tin,12.0,B,N East,7,57,14,0
F,South East,Silver,37.0,E,London,7,41,4,0
F,Scottish,Tin,49.0,F,N Scot,5,53,5,0
F,Midlands,Gold,19.0,C,Midlands,8,68,2,0
F,North,Silver,16.0,C,N East,13,55,5,0
M,Midlands,Silver,33.0,D,Midlands,8,63,4,0
M,Midlands,Gold,51.0,F,Midlands,15,66,1,1
M,South East,Tin,28.0,D,London,7,47,5,0
F,North,Gold,15.0,B,N West,12,53,8,0
F,South East,Silver,20.0,C,London,12,32,9,1
F,North,Silver,2.0,A,N East,8,68,5,0
F,South East,Silver,9.0,B,London,12,66,5,0
M,North,Silver,28.0,D,N West,8,59,8,0
F,South East,Tin,12.0,B,London,8,36,8,1
F,South East,Gold,32.0,D,London,8,51,1,0
F,Midlands,Tin,38.0,E,Wales & West,8,28,4,1
M,North,Platinum,28.0,D,N West,7,65,3,0
F,North,Tin,10.0,B,N East,11,37,4,1
F,Midlands,Gold,28.0,D,Wales & West,14,53,8,0
M,South East,Silver,38.0,E,London,8,76,4,0
F,North,Tin,12.0,B,N West,4,53,7,0
F,South East,Silver,38.0,E,S & S East,9,76,3,0
F,Midlands,Tin,27.193651677572046,E,Ulster,8,44,7,1
F,North,Silver,32.0,D,Yorkshire,11,67,5,0
F,South East,Silver,22.0,C,London,13,71,12,1
F,Midlands,Tin,27.0,D,Midlands,13,33,4,0
F,North,Silver,53.0,F,Yorkshire,11,48,8,0
F,South West,Silver,46.0,F,S West,11,66,7,0
F,South East,Silver,17.0,C,S & S East,9,31,4,0
F,South East,Tin,14.0,B,London,9,64,10,0
F,South West,Silver,49.0,F,S West,15,61,3,1
F,South West,Gold,17.0,C,S West,7,52,14,0
F,Midlands,Silver,44.0,E,East,7,44,1,0
F,Midlands,Gold,52.0,F,Midlands,9,53,2,0
F,Midlands,Silver,14.0,B,East,10,53,5,0
M,Midlands,Silver,18.0,C,Wales & West,5,76,14,0
F,South East,Tin,37.0,E,London,11,47,5,0
F,Scottish,Silver,32.0,D,C Scotland,5,61,4,0
F,South East,Silver,28.0,D,London,4,43,4,0
F,Midlands,Tin,27.193651677572046,D,Midlands,7,38,8,1
F,North,Gold,18.0,C,Yorkshire,8,37,11,1
F,Scottish,Gold,2.0,A,C Scotland,12,76,14,0
M,North,Silver,4.0,A,Yorkshire,8,53,2,0
F,South East,Silver,34.0,D,S & S East,9,60,14,0
F,Midlands,Gold,41.0,E,East,8,25,7,0
F,Midlands,Silver,12.0,B,Wales & West,10,45,5,0
F,South East,Silver,12.0,B,S & S East,11,68,14,0
F,South West,Silver,6.0,B,S West,6,56,8,0
M,South East,Tin,8.0,B,S & S East,6,46,5,0
F,Midlands,Silver,23.0,C,Wales & West,11,59,5,1
F,South East,Silver,52.0,F,S & S East,9,60,6,0
F,South East,Silver,26.0,C,London,6,77,14,0
M,North,Silver,32.0,D,N East,8,55,1,0
F,South East,Gold,7.0,B,London,8,37,1,0
M,North,Gold,12.0,B,N West,8,68,5,0
F,South East,Tin,28.0,D,London,8,65,8,0
F,Midlands,Silver,12.0,B,East,7,64,5,0
F,South East,Platinum,44.0,E,London,7,29,1,1
F,North,Tin,53.0,F,N West,11,39,8,0
F,Midlands,Silver,11.0,B,Wales & West,10,51,3,0
F,Midlands,Silver,32.0,D,Midlands,12,63,8,1
M,South East,Gold,6.0,B,S & S East,5,72,5,0
F,Midlands,Gold,33.0,D,Midlands,9,71,7,0
F,South East,Tin,53.0,F,London,9,42,8,0
F,South East,Tin,12.0,B,London,6,53,5,0
F,South East,Gold,25.0,C,London,11,57,2,0
M,South East,Silver,4.0,A,London,10,49,5,1
F,South East,Gold,8.0,B,London,4,74,5,0
F,South East,Tin,12.0,B,S & S East,14,37,8,1
F,South East,Silver,34.0,D,London,8,68,5,1
F,Midlands,Tin,19.0,C,Midlands,6,42,4,0
F,Midlands,Tin,52.0,F,Midlands,14,40,10,0
F,South East,Gold,27.193651677572046,F,London,5,63,2,0
F,Midlands,Platinum,27.193651677572046,F,Ulster,7,53,3,0
M,Scottish,Platinum,27.193651677572046,F,N Scot,8,67,4,0
M,North,Silver,38.0,E,Yorkshire,6,47,14,0
F,North,Gold,8.0,B,Yorkshire,11,49,9,0
F,South East,Gold,12.0,B,London,6,59,1,1
F,Midlands,Silver,53.0,F,Midlands,4,57,7,0
F,Midlands,Silver,51.0,F,Midlands,7,58,9,0
F,South East,Silver,38.0,E,London,9,64,8,0
M,South West,Silver,11.0,B,S West,10,61,8,0
M,South West,Silver,38.0,E,S West,9,66,5,0
M,South East,Silver,22.0,C,London,10,49,3,0
M,South East,Silver,8.0,B,London,10,78,7,0
M,Midlands,Tin,44.0,E,Midlands,6,53,7,0
F,South East,Silver,38.0,E,London,8,25,1,1
F,South East,Silver,29.0,D,London,8,51,6,0
M,North,Tin,53.0,F,N East,15,59,5,1
M,North,Gold,53.0,F,Yorkshire,11,67,3,0
F,Midlands,Platinum,23.0,C,East,6,64,7,0
M,Midlands,Silver,50.0,F,Midlands,11,35,10,1
F,North,Gold,52.0,F,Yorkshire,8,73,4,0
M,Midlands,Silver,52.0,F,Midlands,7,34,9,0
F,North,Gold,17.0,C,N West,9,56,4,0
F,North,Platinum,28.0,D,N West,7,76,5,0
F,Midlands,Silver,35.0,D,Midlands,10,41,9,1
F,North,Gold,12.0,B,Yorkshire,10,74,8,0
F,South East,Platinum,55.0,U,London,15,28,6,1
F,North,Silver,8.0,B,N West,9,50,1,0
F,South East,Silver,10.0,B,London,5,56,8,0
F,South East,Silver,51.0,F,London,6,51,4,0
M,South East,Silver,51.0,F,London,12,43,5,0
F,North,Tin,35.0,D,N West,9,62,9,0
M,South East,Gold,19.0,C,S & S East,10,59,8,0
M,South East,Silver,27.0,D,London,9,65,4,0
F,South East,Gold,9.0,B,London,12,62,3,1
M,South East,Tin,25.0,C,London,15,49,5,1
F,South East,Gold,3.0,A,London,5,75,8,1
F,South East,Silver,33.0,D,S & S East,5,39,11,0
M,Scottish,Tin,13.0,B,N Scot,8,59,14,0
M,Midlands,Tin,52.0,F,Wales & West,7,46,5,0
M,South East,Gold,27.0,D,London,8,37,8,0
M,Scottish,Silver,34.0,D,N Scot,4,52,8,0
M,Midlands,Silver,19.0,C,Wales & West,9,47,11,0
F,Scottish,Gold,29.0,D,C Scotland,9,42,2,1
F,South East,Silver,24.0,C,S & S East,6,59,7,0
F,Midlands,Gold,32.0,D,Midlands,12,70,1,0
F,Midlands,Tin,32.0,D,Midlands,10,50,8,0
F,South East,Gold,17.0,C,London,6,66,6,0
F,Midlands,Silver,38.0,E,Midlands,4,28,3,0
F,North,Silver,23.0,C,Yorkshire,8,64,9,0
M,Midlands,Silver,37.0,E,Midlands,9,63,9,0
M,South East,Tin,1.0,A,London,7,67,7,0
F,North,Silver,16.0,C,N East,7,47,11,0
F,Midlands,Gold,35.0,D,East,12,54,1,1
M,South East,Gold,8.0,B,London,7,46,5,0
F,South East,Gold,2.0,A,London,10,69,8,1
F,South East,Gold,12.0,B,S & S East,7,56,8,0
F,Midlands,Gold,32.0,D,East,10,36,11,1
F,South East,Gold,22.0,C,London,9,55,7,0
F,Scottish,Platinum,4.0,A,C Scotland,8,70,7,0
F,South East,Silver,41.0,E,London,8,53,14,0
F,Midlands,Silver,27.0,D,East,5,47,3,0
F,South East,Tin,47.0,F,London,15,32,5,1
F,South East,Silver,14.0,B,London,7,75,14,0
M,South West,Silver,24.0,C,S West,8,76,14,0
F,Scottish,Gold,48.0,F,C Scotland,13,39,2,1
F,South East,Silver,4.0,A,London,10,71,5,1
M,Midlands,Gold,5.0,B,Wales & West,7,64,4,0
F,Midlands,Gold,19.0,C,Midlands,7,52,4,0
F,South East,Silver,27.0,D,S & S East,6,74,9,0
F,North,Silver,33.0,D,N West,8,54,8,0
M,South East,Gold,14.0,B,S & S East,11,60,9,0
F,South East,Silver,45.0,E,S & S East,8,53,1,0
F,South East,Silver,4.0,A,London,7,24,3,1
F,South East,Gold,24.0,C,S & S East,8,61,8,0
F,South East,Silver,15.0,B,S & S East,5,58,6,0
F,South East,Gold,12.0,B,London,6,66,2,0
F,Midlands,Tin,28.0,D,Midlands,6,43,8,0
F,South East,Silver,21.0,C,London,7,53,1,1
M,South East,Gold,1.0,A,London,4,62,2,0
M,North,Tin,35.0,D,N West,7,43,6,0
F,Midlands,Tin,51.0,F,Midlands,9,34,4,1
M,South East,Gold,25.0,C,London,9,54,4,0
M,Midlands,Silver,23.0,C,Midlands,6,68,1,0
F,South East,Silver,4.0,A,London,10,59,14,1
F,Midlands,Silver,27.193651677572046,A,Ulster,11,50,8,0
M,South West,Silver,22.0,C,S West,4,53,4,0
M,South East,Gold,4.0,A,London,4,45,4,0
F,Midlands,Silver,14.0,B,East,14,43,4,0
M,Midlands,Silver,27.193651677572046,B,Ulster,8,70,8,0
F,South East,Silver,33.0,D,London,7,53,6,0
M,South East,Tin,8.0,B,S & S East,10,36,5,0
M,Midlands,Tin,34.0,D,Midlands,9,42,10,0
F,North,Tin,51.0,F,N West,15,46,5,0
F,South East,Tin,22.0,C,London,7,34,5,0
M,South East,Silver,12.0,B,London,8,43,1,0
M,Midlands,Silver,28.0,D,Midlands,13,53,9,0
M,Midlands,Gold,38.0,E,East,14,68,6,0
F,North,Gold,51.0,F,Yorkshire,5,75,2,0
M,Midlands,Silver,50.0,F,Wales & West,7,62,5,0
M,Midlands,Tin,53.0,F,Wales & West,5,58,5,0
F,Scottish,Silver,2.0,A,Border,13,30,3,0
F,Midlands,Tin,41.0,E,Midlands,6,55,9,0
F,South East,Tin,52.0,F,London,7,53,8,0
F,Midlands,Silver,27.0,D,Wales & West,13,45,4,0
M,North,Silver,52.0,F,N West,8,56,8,0
F,Midlands,Tin,27.193651677572046,F,Ulster,8,47,8,1
M,Scottish,Tin,27.0,D,C Scotland,6,58,5,0
F,South East,Silver,18.0,C,S & S East,8,48,3,0
M,Midlands,Silver,16.0,C,Midlands,7,32,11,1
M,North,Gold,27.193651677572046,C,N West,7,44,8,0
F,North,Tin,42.0,E,Yorkshire,5,62,8,0
F,Midlands,Gold,3.0,A,Wales & West,11,56,1,0
F,South East,Gold,23.0,C,S & S East,9,67,8,0
F,Midlands,Tin,38.0,E,East,11,45,8,1
F,North,Silver,8.0,B,Yorkshire,9,77,6,0
M,South East,Tin,20.0,C,London,8,48,14,0
M,Scottish,Platinum,3.0,A,N Scot,5,72,14,0
F,South East,Gold,25.0,C,London,4,68,5,1
F,Midlands,Silver,38.0,E,East,9,47,8,0
M,South East,Gold,27.0,D,S & S East,10,56,10,0
F,North,Silver,25.0,C,N West,6,49,9,1
M,Midlands,Platinum,32.0,D,Midlands,8,69,4,0
M,North,Silver,23.0,C,Yorkshire,6,53,4,0
M,Midlands,Tin,35.0,D,Midlands,10,57,9,0
M,Midlands,Platinum,28.0,D,Wales & West,10,54,4,0
F,North,Silver,49.0,F,Yorkshire,6,27,3,1
F,South West,Silver,27.0,D,S West,6,53,1,0
F,North,Gold,23.0,C,N East,9,41,2,0
M,North,Tin,32.0,D,N East,8,46,10,0
M,South East,Tin,30.0,D,S & S East,7,37,8,0
F,South East,Silver,41.0,E,London,7,32,1,0
M,Scottish,Silver,27.193651677572046,E,N Scot,6,67,1,0
M,North,Gold,47.0,F,N West,6,53,11,0
F,South East,Tin,55.0,U,London,15,36,7,0
F,Midlands,Tin,51.0,F,Wales & West,4,53,6,0
F,Midlands,Gold,19.0,C,Midlands,11,49,8,0
F,Midlands,Tin,38.0,E,Midlands,9,52,10,0
M,Midlands,Tin,29.0,D,Wales & West,6,33,5,0
M,Scottish,Tin,52.0,F,C Scotland,6,57,7,0
M,Midlands,Tin,8.0,B,Wales & West,7,42,5,0
M,Midlands,Silver,5.0,B,Wales & West,11,48,12,0
M,South East,Gold,38.0,E,London,4,55,6,0
M,Midlands,Tin,46.0,F,East,8,53,4,0
M,North,Tin,28.0,D,Yorkshire,13,53,5,1
M,South East,Gold,52.0,F,London,11,65,9,1
M,South East,Tin,19.0,C,S & S East,7,50,8,0
F,South East,Silver,14.0,B,London,4,51,14,0
F,South East,Gold,28.0,D,London,7,75,8,0
M,South East,Silver,32.0,D,London,4,60,1,0
M,North,Silver,52.0,F,N West,8,78,14,0
F,North,Gold,22.0,C,Yorkshire,8,62,11,1
M,South East,Silver,27.0,D,London,9,62,7,0
F,South East,Tin,51.0,F,London,8,37,8,0
M,South East,Silver,50.0,F,London,9,42,9,0
F,South East,Silver,8.0,B,London,11,35,8,0
F,South East,Silver,27.0,D,London,4,28,1,1
M,Midlands,Silver,38.0,E,Wales & West,9,30,9,1
F,Midlands,Silver,24.0,C,Wales & West,9,61,7,0
F,South East,Silver,12.0,B,London,13,38,4,1
F,South East,Silver,25.0,C,London,11,53,1,1
F,Midlands,Gold,10.0,B,Midlands,9,77,5,0
F,Midlands,Silver,38.0,E,Wales & West,4,71,10,0
F,North,Gold,22.0,C,N East,7,66,5,1
F,North,Tin,52.0,F,Yorkshire,8,36,4,1
F,Midlands,Silver,32.0,D,Midlands,10,30,4,1
F,Scottish,Gold,32.0,D,C Scotland,5,65,12,0
F,North,Tin,41.0,E,Yorkshire,7,48,6,0
M,South East,Silver,27.0,D,S & S East,6,38,1,1
M,Midlands,Platinum,25.0,C,Midlands,6,53,8,0
F,South East,Tin,52.0,F,London,14,37,4,1
F,Midlands,Silver,24.0,C,Wales & West,5,65,4,0
F,South East,Tin,6.0,B,S & S East,11,41,5,1
F,Midlands,Silver,27.193651677572046,B,East,15,43,4,1
F,Midlands,Gold,37.0,E,Midlands,8,73,11,0
F,Midlands,Tin,47.0,F,East,15,40,5,1
F,South East,Platinum,13.0,B,S & S East,4,74,3,0
F,Scottish,Tin,35.0,D,C Scotland,8,37,5,1
F,Midlands,Gold,27.193651677572046,D,Ulster,8,54,12,0
M,Scottish,Gold,12.0,B,C Scotland,7,41,4,0
F,North,Silver,37.0,E,N East,6,56,4,0
F,Midlands,Tin,45.0,E,Wales & West,7,31,5,1
M,South East,Tin,8.0,B,London,9,32,5,1
M,South East,Gold,4.0,A,London,8,64,4,1
M,South East,Silver,16.0,C,London,9,76,1,0
F,Midlands,Silver,49.0,F,East,8,68,1,1
F,Midlands,Silver,38.0,E,Midlands,8,46,5,0
F,South West,Gold,11.0,B,S West,7,68,1,0
F,Scottish,Silver,32.0,D,C Scotland,7,72,14,0
F,Scottish,Tin,25.0,C,C Scotland,8,70,8,1
F,North,Gold,22.0,C,N West,8,76,6,0
F,Midlands,Tin,24.0,C,Midlands,12,41,9,1
F,South East,Silver,42.0,E,S & S East,8,77,6,0
F,Midlands,Silver,18.0,C,Midlands,11,42,5,1
F,Midlands,Silver,37.0,E,Wales & West,10,76,1,0
F,Midlands,Tin,27.0,D,East,8,35,5,1
F,North,Tin,53.0,F,Yorkshire,14,30,4,1
F,North,Silver,37.0,E,N West,7,76,14,0
F,Midlands,Silver,47.0,F,Midlands,10,40,7,0
F,Midlands,Gold,12.0,B,East,8,70,5,0
M,North,Tin,35.0,D,N West,8,76,4,0
F,South West,Tin,27.0,D,S West,15,75,6,0
F,South East,Platinum,21.0,C,London,7,53,11,1
F,Midlands,Gold,41.0,E,Midlands,10,70,4,0
F,North,Gold,33.0,D,Yorkshire,8,54,14,0
M,Midlands,Gold,24.0,C,Midlands,5,76,14,0
F,South East,Gold,16.0,C,London,8,75,1,0
F,North,Silver,17.0,C,N West,10,48,8,0
F,South East,Gold,25.0,C,London,6,48,4,0
F,Midlands,Silver,16.0,C,East,11,27,1,1
F,North,Silver,32.0,D,N West,9,52,1,0
M,North,Silver,22.0,C,N West,6,52,1,0
M,Scottish,Silver,10.0,B,C Scotland,7,41,10,1
M,Midlands,Gold,53.0,F,Midlands,12,66,4,1
F,Scottish,Silver,1.0,A,C Scotland,9,57,4,1
F,North,Silver,22.0,C,N West,7,67,8,0
F,South East,Silver,35.0,D,London,11,35,1,1
F,South East,Gold,51.0,F,London,7,75,5,0
F,Midlands,Gold,38.0,E,East,10,53,2,0
F,Midlands,Gold,45.0,E,Wales & West,8,76,7,0
M,Midlands,Gold,28.0,D,Midlands,15,53,7,0
F,North,Silver,53.0,F,N West,10,38,1,1
F,Midlands,Silver,27.0,D,Midlands,10,29,2,0
M,South East,Silver,25.0,C,London,5,46,10,0
M,South East,Silver,29.0,D,London,7,45,1,0
M,South East,Silver,3.0,A,London,7,52,1,0
F,South East,Tin,14.0,B,London,7,52,10,1
F,North,Tin,44.0,E,N West,4,44,5,0
F,North,Silver,17.0,C,N East,10,26,4,0
F,South East,Silver,21.0,C,London,12,68,13,0
F,South East,Gold,19.0,C,London,8,49,5,0
M,Midlands,Tin,10.0,B,Wales & West,8,49,5,1
F,North,Gold,32.0,D,N West,10,78,2,1
M,South East,Gold,24.0,C,London,4,63,8,0
M,Midlands,Tin,52.0,F,Midlands,7,49,5,0
M,South East,Gold,28.0,D,London,8,56,1,0
M,Midlands,Tin,27.193651677572046,D,Ulster,8,49,5,1
F,Midlands,Tin,25.0,C,East,11,59,5,0
F,Scottish,Tin,50.0,F,C Scotland,5,40,5,0
M,Midlands,Tin,38.0,E,East,9,62,5,0
F,South East,Silver,44.0,E,London,12,57,6,0
M,North,Tin,32.0,D,N East,4,52,5,0
F,South East,Silver,8.0,B,London,5,75,6,0
F,Midlands,Tin,52.0,F,East,14,56,9,0
F,South East,Tin,36.0,E,London,8,51,8,0
F,Scottish,Gold,23.0,C,Border,9,70,2,0
F,South East,Gold,33.0,D,London,14,79,4,1
F,South East,Gold,1.0,A,London,6,71,4,0
F,Midlands,Silver,35.0,D,Midlands,11,36,13,0
M,Midlands,Silver,28.0,D,Midlands,7,54,9,0
F,Midlands,Silver,16.0,C,Wales & West,12,26,3,1
F,Midlands,Platinum,39.0,E,Wales & West,4,71,3,0
F,Midlands,Silver,16.0,C,Wales & West,7,61,5,0
F,South East,Tin,2.0,A,S & S East,7,49,8,0
F,South East,Tin,21.0,C,London,9,44,4,0
M,Midlands,Tin,47.0,F,Midlands,11,33,5,0
F,South East,Tin,18.0,C,London,9,44,5,0
F,South East,Silver,19.0,C,S & S East,15,37,4,1
F,South East,Gold,38.0,E,S & S East,15,50,3,1
M,South East,Gold,8.0,B,S & S East,15,59,4,1
M,North,Gold,27.0,D,Yorkshire,10,42,5,1
F,South East,Gold,25.0,C,London,8,29,1,1
F,North,Gold,10.0,B,N East,12,77,14,0
F,South East,Platinum,1.0,A,London,6,74,7,0
F,South East,Tin,44.0,E,London,9,41,4,0
F,Midlands,Silver,19.0,C,East,8,31,2,1
F,South East,Silver,8.0,B,London,6,53,1,0
F,South East,Silver,21.0,C,London,7,31,5,0
M,South West,Silver,51.0,F,S West,12,75,10,1
F,Scottish,Silver,47.0,F,C Scotland,9,53,1,0
F,South East,Gold,12.0,B,London,6,65,5,0
F,South East,Tin,27.0,D,London,11,34,5,1
F,South East,Tin,14.0,B,London,5,75,4,0
M,South East,Silver,10.0,B,London,10,67,2,0
F,South East,Gold,52.0,F,London,9,75,10,0
F,South East,Tin,5.0,B,S & S East,7,56,5,0
F,North,Gold,22.0,C,Yorkshire,11,62,1,0
F,Midlands,Gold,35.0,D,East,13,48,10,1
F,South East,Tin,27.0,D,S & S East,11,50,6,1
F,Midlands,Silver,49.0,F,Wales & West,9,67,2,0
M,South East,Gold,12.0,B,S & S East,7,37,6,0
M,Midlands,Tin,27.0,D,Midlands,9,58,8,0
F,Midlands,Gold,16.0,C,Midlands,8,45,1,0
F,North,Tin,35.0,D,N West,11,46,5,1
F,Midlands,Gold,12.0,B,Midlands,15,47,6,1
M,South East,Silver,8.0,B,London,7,40,8,1
M,North,Silver,23.0,C,Yorkshire,13,67,5,0
F,North,Silver,28.0,D,Yorkshire,13,54,5,1
F,North,Silver,2.0,A,N West,8,78,4,0
M,North,Tin,50.0,F,N West,8,54,4,0
M,Midlands,Silver,3.0,A,Midlands,8,73,14,0
M,Midlands,Silver,27.0,D,East,6,72,1,0
F,South East,Gold,19.0,C,London,12,66,4,0
M,South East,Gold,27.0,D,S & S East,5,52,2,0
M,Midlands,Tin,38.0,E,East,11,35,5,1
M,South East,Silver,41.0,E,London,9,49,1,0
M,North,Gold,52.0,F,Yorkshire,7,56,8,0
F,South East,Silver,10.0,B,London,11,53,5,1
