Gender,Geographic Region,Loyalty Status,Neighborhood Cluster-7 Level,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
F,South East,Tin,D,5.0,63.0,8.0,0.0
M,North,Tin,C,6.0,57.0,4.0,0.0
F,North,Tin,C,10.0,52.0,4.0,1.0
F,Midlands,Gold,F,11.0,36.0,5.0,1.0
M,South East,Gold,C,12.0,39.0,6.0,1.0
F,South East,Silver,E,4.0,57.0,14.0,0.0
F,Midlands,Gold,C,12.0,51.0,2.0,0.0
F,North,Silver,B,5.0,51.0,6.549493629532832,0.0
F,South East,Tin,D,11.0,65.0,8.0,1.0
F,South East,Silver,B,2.0,70.0,4.0,0.0
F,North,Platinum,B,9.0,79.0,6.549493629532832,0.0
F,South East,Tin,A,10.0,64.0,5.0,0.0
M,Midlands,Silver,A,9.0,54.0,1.0,0.0
M,Midlands,Platinum,B,7.0,48.0,4.0,0.0
M,Midlands,Platinum,B,8.0,70.0,16.0,0.0
F,South East,Silver,C,13.0,48.0,3.0,1.0
F,South East,Gold,B,7.0,41.0,2.0,0.0
F,Midlands,Silver,F,3.0,60.0,6.0,0.0
M,Midlands,Silver,C,4.0,33.0,8.0,0.0
M,South East,Tin,F,8.0,31.0,5.0,1.0
F,South East,Tin,B,10.0,41.0,9.0,1.0
M,Midlands,Silver,F,8.0,63.0,13.0,0.0
F,North,Silver,C,6.0,73.0,5.0,0.0
M,Midlands,Gold,B,8.0,43.0,6.0,0.0
F,South East,Silver,C,13.0,43.0,6.0,0.0
M,South East,Tin,C,12.0,48.0,5.0,0.0
F,North,Silver,D,7.0,50.0,2.0,0.0
F,Midlands,Gold,C,7.0,66.0,8.0,0.0
F,Midlands,Tin,F,6.0,70.0,8.0,0.0
M,South East,Gold,A,6.0,72.0,4.0,0.0
F,Scottish,Gold,A,10.0,76.0,6.549493629532832,1.0
M,Scottish,Tin,B,8.0,57.0,5.0,0.0
M,North,Gold,F,9.0,61.0,2.0,0.0
M,North,Silver,A,4.0,43.0,2.0,0.0
F,Midlands,Gold,B,9.0,73.0,9.0,0.0
M,Scottish,Tin,A,4.0,46.0,4.0,0.0
F,Midlands,Tin,B,9.0,55.0,5.0,0.0
F,Midlands,Silver,F,13.0,43.0,1.0,1.0
M,Midlands,Silver,F,8.0,53.0,4.0,0.0
M,South West,Tin,F,13.0,56.0,4.0,0.0
F,North,Silver,C,4.0,75.0,10.0,1.0
F,Midlands,Silver,F,7.0,57.0,9.0,0.0
F,North,Tin,E,14.0,65.0,6.549493629532832,1.0
F,South East,Gold,B,6.0,59.0,9.0,0.0
F,South East,Silver,C,5.0,57.0,7.0,0.0
F,North,Tin,F,11.0,36.0,7.0,1.0
F,South East,Silver,C,9.0,28.0,5.0,0.0
F,Midlands,Gold,D,11.0,45.0,9.0,0.0
F,South East,Silver,D,9.0,43.0,5.0,0.0
F,North,Silver,A,11.0,75.0,7.0,0.0
F,Midlands,Tin,A,7.0,62.0,9.0,0.0
F,Midlands,Gold,C,10.0,79.0,8.0,1.0
F,Midlands,Tin,E,16.0,60.0,8.0,0.0
F,South East,Tin,C,7.0,43.0,8.0,0.0
M,Midlands,Silver,C,8.0,73.0,5.0,0.0
F,Midlands,Tin,C,10.0,49.0,5.0,0.0
F,Scottish,Silver,E,7.0,38.0,2.0,0.0
M,South East,Silver,B,7.0,77.0,11.0,0.0
F,Midlands,Silver,F,9.0,45.0,1.0,0.0
F,Midlands,Gold,C,12.0,74.0,2.0,1.0
F,South East,Silver,D,19.0,32.0,11.0,1.0
F,North,Tin,D,9.0,38.0,10.0,0.0
M,Midlands,Silver,B,9.0,20.0,2.0,1.0
M,South East,Platinum,D,9.0,57.0,12.0,0.0
M,Midlands,Silver,E,12.0,68.0,11.0,0.0
M,South West,Gold,B,7.0,78.0,14.0,0.0
F,Midlands,Gold,E,11.0,63.0,6.0,1.0
F,Midlands,Tin,E,4.0,32.0,5.0,1.0
M,South East,Silver,B,10.0,77.0,6.549493629532832,0.0
F,South East,Silver,D,12.0,75.0,4.0,0.0
M,South East,Gold,A,9.0,64.0,4.0,0.0
M,North,Platinum,C,7.0,39.0,11.0,0.0
M,Scottish,Gold,A,8.0,45.0,6.0,0.0
M,South East,Gold,F,11.0,46.0,8.0,0.0
M,Midlands,Silver,D,10.0,41.0,8.0,1.0
F,Midlands,Platinum,F,10.0,75.0,5.0,0.0
F,South East,Gold,B,13.0,70.0,5.0,1.0
M,North,Gold,A,13.0,53.0,2.0,0.0
F,South East,Silver,D,14.0,63.0,5.0,1.0
M,Scottish,Silver,D,6.0,28.0,1.0,0.0
F,North,Tin,F,7.0,40.0,7.0,0.0
F,North,Tin,A,11.0,65.0,16.0,1.0
M,Midlands,Tin,B,6.0,53.0,8.0,0.0
M,Midlands,Silver,F,11.0,47.0,8.0,0.0
F,Midlands,Platinum,E,5.0,71.0,3.0,0.0
F,South East,Silver,C,12.0,50.0,6.0,0.0
M,Midlands,Tin,F,8.0,38.0,10.0,0.0
M,Midlands,Silver,B,8.0,48.0,4.0,0.0
F,Midlands,Tin,B,7.0,75.0,9.0,0.0
F,South East,Silver,C,15.0,63.0,8.0,1.0
M,Midlands,Tin,D,14.0,63.0,8.0,0.0
F,Scottish,Tin,C,11.0,57.0,8.0,0.0
M,South East,Gold,A,9.0,62.0,3.0,0.0
F,Midlands,Tin,B,4.0,42.0,5.0,1.0
M,South East,Gold,E,11.0,39.0,1.0,1.0
F,South East,Gold,E,11.0,56.0,7.0,0.0
F,South East,Tin,D,8.0,64.0,7.0,0.0
F,South East,Tin,B,8.0,51.0,4.0,0.0
M,South East,Silver,C,8.0,46.0,11.0,0.0
F,North,Gold,C,6.0,79.0,1.0,1.0
F,South East,Silver,E,7.0,64.0,6.549493629532832,0.0
M,South West,Gold,A,6.0,68.0,9.0,0.0
M,Midlands,Silver,C,10.0,63.0,2.0,0.0
M,North,Tin,F,10.0,42.0,8.0,0.0
F,South East,Tin,B,10.0,55.0,11.0,0.0
M,North,Tin,C,15.0,55.0,5.0,1.0
M,Midlands,Silver,B,6.0,45.0,1.0,0.0
M,South East,Gold,A,8.0,40.0,6.0,0.0
F,Scottish,Gold,E,17.0,39.0,7.0,1.0
F,South East,Gold,B,10.0,68.0,16.0,0.0
F,North,Tin,E,9.0,40.0,8.0,1.0
M,South East,Silver,C,11.0,70.0,7.0,0.0
F,South East,Silver,D,8.0,50.0,7.0,0.0
F,South East,Silver,D,11.0,75.0,6.549493629532832,0.0
M,North,Tin,D,11.0,65.0,20.0,0.0
M,South East,Gold,E,9.0,69.0,4.0,0.0
F,South East,Silver,A,11.0,47.0,8.0,1.0
F,Midlands,Tin,C,6.0,63.0,8.0,0.0
M,Midlands,Silver,B,6.0,62.0,5.0,0.0
M,North,Silver,A,6.0,52.0,8.0,0.0
F,South East,Platinum,F,10.0,51.0,10.0,0.0
F,South West,Gold,B,6.0,78.0,7.0,0.0
F,South East,Platinum,A,5.0,41.0,7.0,0.0
F,South East,Silver,C,10.0,70.0,2.0,0.0
M,Midlands,Platinum,D,13.0,61.0,8.0,0.0
F,Midlands,Silver,E,8.0,34.0,9.0,1.0
F,South East,Silver,C,6.0,64.0,2.0,0.0
F,South East,Gold,B,4.0,76.0,5.0,0.0
F,North,Silver,E,11.0,62.0,4.0,1.0
F,Scottish,Tin,D,18.0,38.0,4.0,1.0
F,South East,Silver,C,10.0,66.0,7.0,0.0
F,Midlands,Tin,B,8.0,53.0,5.0,1.0
F,North,Silver,F,11.0,51.0,1.0,0.0
F,South East,Silver,A,8.881476641620386,36.0,4.0,1.0
F,Midlands,Tin,A,9.0,58.0,8.0,0.0
F,Scottish,Silver,F,6.0,56.0,1.0,0.0
F,South East,Tin,B,8.0,54.0,4.0,0.0
M,South East,Silver,B,3.0,28.0,7.0,1.0
F,Scottish,Gold,E,12.0,57.0,5.0,0.0
M,South East,Silver,B,12.0,62.0,9.0,0.0
F,South East,Silver,C,9.0,69.0,7.0,0.0
M,North,Silver,B,6.0,60.0,7.0,0.0
M,North,Tin,C,13.0,50.0,9.0,1.0
F,Midlands,Platinum,E,6.0,62.0,9.0,0.0
M,South East,Gold,D,9.0,58.0,4.0,0.0
M,North,Platinum,A,5.0,60.0,1.0,0.0
M,Midlands,Silver,F,8.0,62.0,15.0,0.0
F,North,Tin,C,10.0,49.0,5.0,0.0
M,North,Tin,F,9.0,41.0,5.0,0.0
M,North,Silver,B,8.0,66.0,19.0,1.0
F,South East,Silver,B,5.0,68.0,2.0,0.0
F,South East,Tin,D,14.0,44.0,10.0,0.0
M,South West,Tin,C,9.0,59.0,8.0,0.0
M,South East,Gold,F,8.0,53.0,1.0,0.0
M,North,Tin,C,3.0,61.0,5.0,0.0
M,Midlands,Tin,F,13.0,42.0,7.0,0.0
F,South East,Silver,D,12.0,68.0,7.0,0.0
F,North,Gold,E,10.0,57.0,8.0,0.0
F,Scottish,Silver,C,10.0,72.0,5.0,0.0
F,Scottish,Gold,F,5.0,61.0,3.0,0.0
F,Midlands,Silver,F,9.0,27.0,5.0,1.0
F,Midlands,Silver,E,8.0,66.0,4.0,0.0
F,South East,Silver,E,7.0,42.0,4.0,0.0
F,South East,Gold,F,11.0,49.0,2.0,1.0
F,North,Platinum,D,11.0,34.0,6.0,1.0
F,Midlands,Silver,B,2.0,53.0,9.0,0.0
M,Midlands,Silver,E,10.0,52.0,9.0,1.0
F,South East,Tin,F,8.0,42.0,5.0,0.0
F,Midlands,Tin,F,10.0,26.0,5.0,1.0
F,Midlands,Silver,E,7.0,74.0,5.0,0.0
M,Midlands,Tin,F,11.0,41.0,8.0,1.0
M,North,Tin,B,5.0,48.0,5.0,0.0
F,Midlands,Platinum,B,8.0,63.0,3.0,0.0
M,South East,Gold,C,9.0,51.0,8.0,1.0
F,North,Silver,A,7.0,67.0,8.0,0.0
F,Midlands,Tin,E,7.0,64.0,8.0,1.0
M,South East,Silver,A,11.0,43.0,5.0,1.0
F,Midlands,Tin,B,9.0,48.0,4.0,0.0
F,South East,Silver,F,11.0,32.0,3.0,1.0
F,Midlands,Tin,F,9.0,39.0,4.0,1.0
F,South East,Gold,D,5.0,76.0,2.0,0.0
M,Scottish,Silver,D,6.0,49.0,10.0,0.0
F,Midlands,Silver,C,17.0,37.0,5.0,1.0
M,Scottish,Silver,B,11.0,54.0,5.0,0.0
F,North,Gold,C,12.0,65.0,2.0,1.0
F,South East,Tin,C,8.0,51.0,5.0,0.0
F,South East,Silver,B,14.0,65.0,9.0,0.0
M,Midlands,Gold,C,13.0,51.0,6.0,0.0
F,South East,Tin,C,8.881476641620386,36.0,8.0,1.0
F,South East,Gold,C,7.0,65.0,2.0,0.0
F,Scottish,Silver,E,17.0,40.0,10.0,1.0
F,South East,Silver,F,4.0,34.0,5.0,1.0
F,South East,Silver,A,12.0,36.0,8.0,1.0
F,South East,Gold,D,5.0,52.0,3.0,0.0
F,South East,Tin,D,8.0,44.0,8.0,0.0
F,South East,Silver,F,5.0,35.0,1.0,0.0
M,Scottish,Gold,B,11.0,68.0,15.0,1.0
F,Midlands,Silver,A,7.0,51.0,11.0,0.0
F,North,Tin,F,10.0,47.0,5.0,0.0
F,North,Silver,C,10.0,65.0,5.0,1.0
F,South West,Tin,F,10.0,62.0,4.0,0.0
F,Midlands,Silver,C,7.0,51.0,8.0,0.0
F,North,Tin,B,14.0,50.0,5.0,1.0
F,Scottish,Tin,E,5.0,60.0,7.0,1.0
F,South East,Silver,D,10.0,55.0,6.0,0.0
M,North,Tin,F,10.0,50.0,5.0,0.0
M,Midlands,Gold,C,7.0,70.0,5.0,0.0
M,South East,Gold,C,12.0,40.0,7.0,1.0
M,North,Tin,E,3.0,58.0,9.0,0.0
F,South East,Tin,F,13.0,37.0,4.0,0.0
F,South East,Gold,E,11.0,58.0,7.0,1.0
M,Midlands,Tin,F,10.0,42.0,5.0,0.0
M,South East,Gold,B,4.0,61.0,3.0,0.0
F,Midlands,Silver,D,3.0,56.0,11.0,0.0
F,Midlands,Gold,F,8.0,26.0,2.0,1.0
F,North,Silver,B,4.0,63.0,9.0,0.0
F,South East,Silver,C,7.0,47.0,1.0,0.0
F,Scottish,Tin,D,8.881476641620386,51.0,5.0,1.0
F,South East,Gold,B,8.0,70.0,4.0,0.0
F,Midlands,Gold,D,8.0,65.0,9.0,0.0
F,South East,Silver,B,10.0,39.0,9.0,1.0
F,South East,Silver,C,10.0,59.0,5.0,0.0
F,North,Tin,D,14.0,53.0,6.0,0.0
M,Midlands,Gold,B,8.0,64.0,12.0,0.0
F,South East,Gold,B,10.0,77.0,16.0,0.0
M,South West,Gold,D,6.0,63.0,3.0,0.0
M,South East,Tin,C,7.0,47.0,4.0,0.0
M,Scottish,Gold,C,10.0,55.0,8.0,0.0
F,North,Gold,F,6.0,63.0,7.0,1.0
F,South East,Silver,B,7.0,48.0,5.0,0.0
M,South East,Gold,B,16.0,67.0,8.0,0.0
F,South East,Silver,C,3.0,33.0,12.0,0.0
F,North,Silver,D,8.0,46.0,8.0,0.0
F,South East,Gold,F,4.0,53.0,12.0,0.0
M,Midlands,Silver,D,6.0,27.0,8.0,1.0
F,Midlands,Gold,F,9.0,60.0,7.0,1.0
M,South East,Gold,B,15.0,51.0,8.0,0.0
M,North,Gold,A,4.0,65.0,6.0,0.0
F,South East,Gold,B,6.0,74.0,6.549493629532832,0.0
F,Midlands,Gold,E,12.0,33.0,2.0,1.0
F,North,Tin,D,3.0,32.0,5.0,1.0
F,South East,Silver,C,7.0,65.0,9.0,0.0
F,South East,Silver,E,9.0,44.0,9.0,0.0
F,South East,Tin,A,8.0,48.0,4.0,1.0
M,South East,Gold,C,9.0,46.0,8.0,1.0
F,South East,Gold,B,6.0,49.0,2.0,0.0
F,Scottish,Silver,A,11.0,71.0,6.0,0.0
F,Midlands,Gold,D,7.0,77.0,19.0,0.0
F,South East,Tin,F,6.0,56.0,8.0,0.0
M,Midlands,Silver,F,9.0,60.0,8.0,0.0
F,South East,Silver,B,12.0,61.0,6.0,1.0
F,South East,Gold,C,12.0,41.0,1.0,0.0
M,Midlands,Tin,D,13.0,58.0,8.0,0.0
F,North,Silver,B,6.0,74.0,6.0,0.0
F,Midlands,Silver,C,12.0,66.0,6.549493629532832,1.0
M,South East,Silver,C,10.0,65.0,1.0,0.0
F,South West,Platinum,B,13.0,65.0,8.0,0.0
F,Midlands,Silver,F,12.0,42.0,9.0,1.0
F,South East,Silver,E,15.0,40.0,9.0,0.0
M,South East,Gold,B,5.0,76.0,7.0,0.0
F,South East,Silver,C,12.0,57.0,13.0,1.0
F,South East,Silver,F,18.0,24.0,5.0,1.0
F,South East,Tin,A,0.0,50.0,5.0,0.0
M,Midlands,Gold,B,8.0,69.0,3.0,0.0
M,South East,Gold,C,6.0,58.0,6.549493629532832,0.0
F,Midlands,Platinum,B,9.0,65.0,3.0,1.0
F,North,Silver,C,11.0,49.0,4.0,0.0
M,Midlands,Tin,C,6.0,43.0,5.0,0.0
F,Midlands,Silver,D,10.0,65.0,9.0,0.0
F,Midlands,Silver,F,14.0,43.0,1.0,1.0
F,Scottish,Silver,C,6.0,41.0,1.0,0.0
F,South East,Tin,D,12.0,44.0,7.0,1.0
M,Midlands,Silver,C,5.0,58.0,4.0,0.0
M,North,Gold,A,9.0,55.0,8.0,0.0
M,Midlands,Gold,D,7.0,70.0,15.0,0.0
F,Midlands,Tin,D,9.0,47.0,11.0,0.0
F,North,Silver,F,7.0,57.0,5.0,0.0
F,North,Tin,E,5.0,33.0,5.0,1.0
F,South East,Silver,A,11.0,32.0,6.0,0.0
F,North,Tin,D,9.0,36.0,8.0,0.0
F,South East,Silver,E,7.0,58.0,4.0,0.0
M,Midlands,Tin,F,8.0,51.0,5.0,0.0
M,Midlands,Tin,F,7.0,41.0,5.0,0.0
F,Midlands,Tin,F,8.0,47.0,6.0,0.0
F,Midlands,Gold,E,5.0,75.0,7.0,0.0
F,Midlands,Silver,E,7.0,72.0,20.0,0.0
F,South East,Gold,B,9.0,63.0,10.0,0.0
F,Scottish,Gold,D,10.0,35.0,1.0,1.0
F,South East,Tin,B,11.0,52.0,5.0,1.0
F,South East,Tin,D,10.0,50.0,5.0,1.0
F,South West,Tin,D,12.0,40.0,8.0,1.0
F,South East,Gold,B,16.0,63.0,1.0,0.0
F,South East,Silver,B,12.0,65.0,2.0,0.0
M,Midlands,Gold,F,9.0,48.0,1.0,0.0
F,Midlands,Gold,B,7.0,73.0,6.0,0.0
F,South East,Gold,C,8.0,30.0,4.0,1.0
F,Midlands,Silver,F,6.0,49.0,5.0,0.0
F,South East,Gold,C,8.0,77.0,1.0,1.0
F,South East,Gold,E,5.0,71.0,12.0,0.0
M,South West,Gold,F,9.0,73.0,8.0,1.0
M,South East,Silver,E,6.0,53.0,5.0,0.0
F,South East,Gold,E,5.0,50.0,3.0,0.0
F,North,Silver,F,7.0,37.0,10.0,1.0
F,South East,Silver,E,4.0,77.0,12.0,0.0
M,South East,Silver,B,6.0,50.0,8.0,0.0
M,South East,Silver,F,8.0,36.0,4.0,0.0
M,Midlands,Silver,D,11.0,57.0,8.0,0.0
F,South West,Tin,F,8.0,37.0,5.0,1.0
F,South East,Gold,C,4.0,74.0,11.0,0.0
F,North,Gold,B,15.0,25.0,1.0,1.0
F,North,Silver,C,10.0,68.0,4.0,0.0
F,South East,Tin,C,10.0,52.0,8.0,0.0
M,Midlands,Tin,U,9.0,36.0,6.0,0.0
F,Midlands,Tin,D,8.0,47.0,8.0,0.0
M,Midlands,Silver,C,7.0,33.0,6.0,0.0
M,North,Gold,E,3.0,57.0,5.0,0.0
F,Midlands,Gold,C,10.0,70.0,4.0,1.0
F,Midlands,Tin,F,5.0,64.0,8.0,0.0
F,Midlands,Silver,C,9.0,57.0,3.0,0.0
F,South East,Platinum,C,7.0,69.0,7.0,0.0
M,South East,Silver,B,10.0,50.0,1.0,0.0
F,Midlands,Silver,E,9.0,68.0,9.0,0.0
F,Scottish,Tin,C,8.0,39.0,5.0,0.0
F,Midlands,Tin,B,11.0,56.0,4.0,1.0
F,North,Gold,F,8.0,52.0,1.0,0.0
M,Scottish,Tin,C,12.0,59.0,5.0,0.0
F,North,Silver,C,3.0,47.0,7.0,0.0
F,Midlands,Silver,C,8.0,56.0,2.0,0.0
F,South East,Gold,B,6.0,65.0,6.0,0.0
F,Midlands,Tin,D,9.0,36.0,4.0,1.0
M,Midlands,Tin,C,2.0,53.0,4.0,0.0
M,South East,Silver,C,15.0,61.0,8.0,0.0
F,North,Tin,D,11.0,63.0,7.0,0.0
F,South East,Gold,C,10.0,52.0,8.0,0.0
F,North,Silver,C,4.0,65.0,2.0,0.0
F,Midlands,Tin,F,9.0,39.0,5.0,1.0
F,Scottish,Tin,B,12.0,53.0,7.0,1.0
M,South East,Silver,C,5.0,77.0,6.549493629532832,1.0
F,South East,Platinum,E,8.0,60.0,11.0,1.0
F,South East,Silver,E,13.0,29.0,8.0,1.0
M,Scottish,Gold,A,6.0,44.0,5.0,0.0
F,Midlands,Silver,F,9.0,70.0,5.0,0.0
F,South East,Gold,B,8.0,60.0,2.0,0.0
F,South East,Gold,A,5.0,46.0,5.0,0.0
F,Midlands,Silver,C,16.0,39.0,11.0,1.0
M,Midlands,Silver,E,10.0,37.0,8.0,1.0
M,South East,Platinum,D,9.0,60.0,3.0,0.0
F,South East,Gold,F,6.0,78.0,2.0,0.0
F,Scottish,Tin,D,7.0,47.0,5.0,0.0
F,South East,Silver,B,8.0,54.0,8.0,0.0
M,Midlands,Tin,C,7.0,36.0,7.0,0.0
M,Midlands,Silver,D,12.0,46.0,5.0,0.0
M,South East,Silver,A,8.0,53.0,7.0,0.0
F,South East,Tin,E,9.0,31.0,4.0,0.0
F,North,Gold,C,18.0,51.0,4.0,0.0
F,Midlands,Silver,D,12.0,41.0,10.0,1.0
F,North,Tin,C,8.881476641620386,35.0,9.0,1.0
M,North,Silver,D,4.0,39.0,9.0,0.0
M,South East,Platinum,D,13.0,44.0,7.0,1.0
F,South East,Tin,F,8.0,43.0,5.0,1.0
F,South East,Gold,B,12.0,28.0,1.0,1.0
F,South East,Silver,C,8.0,75.0,15.0,0.0
M,Midlands,Silver,A,8.0,68.0,1.0,0.0
M,Midlands,Tin,D,10.0,46.0,5.0,0.0
F,Midlands,Silver,F,9.0,33.0,9.0,1.0
F,South West,Tin,U,8.0,37.0,7.0,1.0
M,Scottish,Gold,D,11.0,49.0,8.0,1.0
M,South West,Silver,E,3.0,34.0,3.0,0.0
M,South West,Silver,B,5.0,64.0,2.0,0.0
F,South East,Silver,E,8.0,48.0,5.0,0.0
M,Midlands,Silver,B,15.0,47.0,1.0,0.0
F,Midlands,Tin,D,13.0,36.0,8.0,1.0
M,Midlands,Tin,C,4.0,47.0,5.0,1.0
M,Midlands,Tin,C,5.0,38.0,8.0,1.0
F,Midlands,Tin,C,9.0,60.0,5.0,1.0
M,Midlands,Gold,B,10.0,67.0,2.0,0.0
F,Midlands,Silver,E,6.0,76.0,18.0,0.0
F,Midlands,Tin,F,7.0,51.0,4.0,1.0
M,South West,Silver,F,7.0,58.0,4.0,0.0
F,South East,Silver,B,5.0,42.0,1.0,0.0
F,North,Tin,D,8.0,47.0,4.0,0.0
F,Scottish,Silver,C,8.0,53.0,9.0,1.0
M,South East,Silver,B,9.0,70.0,0.0,0.0
F,South East,Gold,E,18.0,49.0,8.0,1.0
M,Scottish,Silver,C,10.0,76.0,6.549493629532832,0.0
M,South West,Gold,A,11.0,75.0,14.0,0.0
F,Midlands,Tin,E,8.0,45.0,5.0,0.0
M,South East,Silver,D,7.0,61.0,2.0,1.0
F,Midlands,Silver,C,7.0,62.0,6.0,0.0
F,Midlands,Silver,F,2.0,40.0,5.0,0.0
F,Scottish,Silver,C,8.0,63.0,17.0,0.0
F,Midlands,Silver,D,7.0,75.0,18.0,0.0
F,South East,Tin,F,7.0,48.0,10.0,0.0
F,South East,Tin,C,1.0,37.0,7.0,0.0
F,South East,Gold,A,8.0,72.0,6.549493629532832,0.0
F,South East,Tin,D,10.0,44.0,6.0,0.0
F,North,Silver,C,7.0,55.0,9.0,0.0
M,Midlands,Silver,D,6.0,60.0,9.0,0.0
M,South East,Silver,C,8.0,34.0,8.0,1.0
F,North,Gold,F,8.0,61.0,1.0,1.0
F,Midlands,Silver,B,8.0,49.0,2.0,0.0
M,South East,Gold,C,7.0,41.0,5.0,0.0
F,Midlands,Tin,C,12.0,53.0,7.0,1.0
F,South East,Silver,E,12.0,57.0,6.0,0.0
M,South East,Tin,D,4.0,49.0,5.0,0.0
F,South East,Silver,A,15.0,76.0,4.0,0.0
M,Scottish,Tin,E,10.0,65.0,5.0,0.0
F,North,Tin,C,9.0,39.0,5.0,1.0
F,Midlands,Tin,C,8.0,63.0,8.0,0.0
M,South East,Gold,C,11.0,65.0,4.0,0.0
M,Midlands,Silver,D,5.0,52.0,9.0,0.0
F,South East,Silver,C,2.0,38.0,2.0,0.0
M,North,Gold,A,8.0,46.0,1.0,0.0
F,Midlands,Gold,E,8.0,36.0,1.0,1.0
F,South East,Gold,D,7.0,69.0,7.0,1.0
M,Midlands,Gold,B,5.0,45.0,6.0,0.0
F,South West,Tin,B,4.0,65.0,8.0,0.0
F,Midlands,Gold,B,7.0,44.0,5.0,1.0
F,South East,Gold,D,14.0,30.0,5.0,0.0
F,Midlands,Gold,E,8.0,59.0,9.0,0.0
F,North,Tin,E,13.0,33.0,5.0,1.0
M,South West,Silver,D,5.0,35.0,2.0,0.0
M,Midlands,Gold,D,8.0,52.0,5.0,0.0
F,Midlands,Silver,C,6.0,18.0,2.0,0.0
M,Midlands,Gold,F,7.0,51.0,5.0,0.0
F,Midlands,Gold,B,9.0,77.0,3.0,0.0
M,South East,Silver,C,12.0,41.0,5.0,0.0
F,South East,Silver,E,11.0,56.0,9.0,0.0
F,North,Silver,C,7.0,70.0,7.0,1.0
F,South East,Silver,C,3.0,66.0,8.0,0.0
M,North,Silver,B,10.0,49.0,3.0,0.0
F,Midlands,Tin,E,7.0,33.0,4.0,0.0
M,South East,Tin,B,10.0,31.0,4.0,1.0
F,South East,Silver,D,15.0,57.0,3.0,0.0
F,South East,Silver,A,7.0,40.0,5.0,0.0
F,North,Gold,D,8.881476641620386,55.0,11.0,1.0
F,North,Silver,D,8.0,42.0,11.0,1.0
M,North,Tin,B,11.0,50.0,8.0,1.0
F,North,Gold,D,7.0,51.0,1.0,0.0
M,Midlands,Silver,D,10.0,62.0,11.0,0.0
F,North,Gold,D,9.0,58.0,3.0,1.0
M,Midlands,Silver,C,8.0,65.0,5.0,0.0
M,South East,Silver,E,5.0,33.0,3.0,0.0
F,Midlands,Platinum,F,14.0,75.0,4.0,1.0
F,North,Silver,B,13.0,44.0,8.0,1.0
F,Midlands,Silver,F,10.0,56.0,8.0,1.0
M,South East,Silver,F,12.0,37.0,1.0,1.0
M,Scottish,Silver,A,6.0,70.0,7.0,0.0
M,South East,Gold,D,8.0,52.0,2.0,0.0
F,South East,Silver,A,2.0,50.0,2.0,0.0
F,South West,Silver,F,6.0,44.0,8.0,0.0
M,North,Tin,D,9.0,40.0,5.0,0.0
F,Midlands,Silver,B,11.0,41.0,1.0,1.0
F,Scottish,Gold,D,11.0,53.0,14.0,0.0
F,Midlands,Gold,B,8.0,77.0,2.0,0.0
F,North,Silver,F,4.0,51.0,10.0,0.0
M,North,Tin,E,7.0,32.0,4.0,1.0
F,Scottish,Silver,F,12.0,51.0,9.0,0.0
M,Midlands,Silver,F,6.0,38.0,9.0,0.0
F,Midlands,Silver,D,6.0,34.0,5.0,1.0
M,North,Tin,D,11.0,62.0,8.0,0.0
F,North,Tin,F,13.0,28.0,8.0,1.0
F,South East,Gold,B,8.0,77.0,6.0,1.0
M,South East,Gold,B,11.0,61.0,6.0,0.0
F,North,Platinum,B,11.0,67.0,11.0,0.0
F,South East,Tin,B,9.0,51.0,8.0,0.0
M,North,Tin,E,4.0,45.0,4.0,0.0
M,South East,Silver,B,7.0,45.0,4.0,0.0
M,Midlands,Gold,A,8.0,64.0,4.0,0.0
F,Midlands,Silver,F,10.0,38.0,8.0,1.0
F,South East,Silver,B,7.0,73.0,8.0,0.0
M,Midlands,Tin,F,6.0,45.0,4.0,0.0
F,Midlands,Silver,C,9.0,69.0,2.0,1.0
F,South East,Silver,F,7.0,64.0,10.0,0.0
F,North,Silver,F,4.0,58.0,9.0,0.0
F,Midlands,Silver,B,7.0,35.0,4.0,0.0
F,South East,Tin,F,12.0,33.0,4.0,1.0
F,North,Tin,F,7.0,49.0,4.0,0.0
F,North,Silver,C,9.0,65.0,12.0,0.0
F,South East,Silver,F,4.0,56.0,5.0,0.0
M,South East,Silver,C,15.0,72.0,4.0,0.0
F,Midlands,Gold,C,16.0,41.0,1.0,1.0
F,North,Gold,F,12.0,65.0,7.0,0.0
M,South East,Gold,C,9.0,62.0,11.0,0.0
F,South East,Tin,D,9.0,38.0,5.0,1.0
M,Midlands,Silver,F,7.0,52.0,4.0,0.0
M,South East,Tin,E,5.0,43.0,4.0,0.0
F,Midlands,Silver,A,10.0,61.0,8.0,0.0
F,North,Silver,D,7.0,37.0,5.0,0.0
F,South East,Silver,E,10.0,79.0,8.0,0.0
F,Midlands,Silver,D,8.0,47.0,5.0,1.0
F,North,Tin,C,10.0,34.0,4.0,1.0
M,South East,Gold,C,3.0,55.0,2.0,0.0
F,South East,Gold,B,8.0,78.0,9.0,0.0
F,South East,Silver,D,11.0,44.0,10.0,1.0
M,South East,Tin,D,6.0,38.0,5.0,1.0
F,Midlands,Silver,C,7.0,62.0,9.0,0.0
F,Midlands,Tin,F,12.0,37.0,4.0,1.0
F,Midlands,Gold,C,12.0,78.0,6.549493629532832,0.0
F,North,Tin,D,14.0,48.0,5.0,1.0
F,South East,Gold,D,8.0,59.0,7.0,0.0
